,HPV32,HPV42,HPV3,HPV10,HPV28,HPV29,HPV61,HPV2,HPV27,HPV57,HPV51,HPV69,HPV56,HPV18,HPV39,HPV45,HPV59,HPV68,HPV70,HPV7,HPV16,HPV31,HPV33,HPV35,HPV52,HPV58,HPV67,HPV34,HPV54,HPV5,HPV8,HPV12,HPV14,HPV19,HPV20,HPV21,HPV24,HPV25,HPV36,HPV47,HPV93,HPV9,HPV15,HPV17,HPV22,HPV23,HPV37,HPV38,HPV80,HPV100,HPV151,HPV49,HPV75,HPV76,HPV92,HPV96,HPV4,HPV65,HPV95,HPV48,HPV50,HPV60,HPV88,HPV132,HPV197,HPV1,HPV41
HPV51,5.0,3.0,2.0,5.0,3.0,6.0,5.0,4.0,4.0,5.0,inf,inf,8.0,3.0,6.0,5.0,3.0,5.0,6.0,3.0,11.0,6.0,2.0,6.0,3.0,2.0,5.0,7.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0
HPV69,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,inf,inf,5.0,3.0,5.0,4.0,4.0,7.0,8.0,1.0,8.0,5.0,3.0,9.0,6.0,3.0,6.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0
HPV56,5.0,4.0,3.0,4.0,6.0,6.0,1.0,5.0,5.0,5.0,8.0,5.0,inf,4.0,5.0,7.0,4.0,4.0,4.0,1.0,6.0,5.0,5.0,4.0,3.0,6.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
HPV18,3.0,3.0,3.0,3.0,4.0,5.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,inf,inf,inf,inf,inf,inf,6.0,5.0,9.0,5.0,4.0,5.0,7.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
HPV39,2.0,1.0,5.0,3.0,3.0,3.0,1.0,6.0,5.0,3.0,6.0,5.0,5.0,inf,inf,inf,inf,inf,inf,4.0,10.0,6.0,5.0,7.0,9.0,7.0,5.0,6.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
HPV45,3.0,4.0,4.0,7.0,5.0,8.0,0.0,2.0,2.0,1.0,5.0,4.0,7.0,inf,inf,inf,inf,inf,inf,6.0,13.0,5.0,5.0,8.0,6.0,10.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
HPV59,1.0,2.0,6.0,9.0,6.0,6.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,inf,inf,inf,inf,inf,inf,2.0,11.0,9.0,4.0,9.0,8.0,9.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0
HPV68,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,7.0,4.0,inf,inf,inf,inf,inf,inf,5.0,8.0,7.0,8.0,10.0,10.0,10.0,7.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
HPV70,3.0,2.0,2.0,6.0,4.0,5.0,2.0,4.0,2.0,2.0,6.0,8.0,4.0,inf,inf,inf,inf,inf,inf,5.0,7.0,6.0,6.0,7.0,9.0,7.0,6.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
HPV7,5.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,4.0,6.0,2.0,5.0,5.0,inf,2.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
HPV16,3.0,2.0,3.0,6.0,5.0,6.0,3.0,8.0,9.0,7.0,11.0,8.0,6.0,5.0,10.0,13.0,11.0,8.0,7.0,2.0,inf,inf,inf,inf,inf,inf,inf,4.0,5.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0
HPV31,5.0,5.0,8.0,11.0,10.0,9.0,8.0,10.0,11.0,8.0,6.0,5.0,5.0,9.0,6.0,5.0,9.0,7.0,6.0,2.0,inf,inf,inf,inf,inf,inf,inf,5.0,7.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,2.0,2.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0
HPV33,6.0,6.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,8.0,6.0,2.0,inf,inf,inf,inf,inf,inf,inf,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0
HPV35,4.0,3.0,10.0,9.0,9.0,7.0,4.0,7.0,7.0,5.0,6.0,9.0,4.0,4.0,7.0,8.0,9.0,10.0,7.0,4.0,inf,inf,inf,inf,inf,inf,inf,5.0,7.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0
HPV52,4.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,6.0,3.0,5.0,9.0,6.0,8.0,10.0,9.0,0.0,inf,inf,inf,inf,inf,inf,inf,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
HPV58,2.0,5.0,3.0,6.0,4.0,6.0,3.0,4.0,4.0,2.0,2.0,3.0,6.0,7.0,7.0,10.0,9.0,10.0,7.0,3.0,inf,inf,inf,inf,inf,inf,inf,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
HPV67,4.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,2.0,5.0,6.0,4.0,3.0,5.0,3.0,3.0,7.0,6.0,0.0,inf,inf,inf,inf,inf,inf,inf,1.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
HPV34,2.0,2.0,3.0,4.0,5.0,5.0,9.0,6.0,6.0,6.0,7.0,5.0,4.0,2.0,6.0,5.0,4.0,4.0,6.0,0.0,4.0,5.0,1.0,5.0,4.0,2.0,1.0,inf,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0
HPV54,1.0,1.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,5.0,7.0,1.0,7.0,3.0,2.0,2.0,6.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
HPV5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.0,6.0,8.0,3.0,6.0,8.0,7.0,8.0,8.0,5.0,7.0,14.0,14.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0
HPV8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,13.0,9.0,7.0,9.0,11.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0
HPV12,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9.0,9.0,8.0,3.0,6.0,10.0,8.0,7.0,7.0,5.0,8.0,10.0,8.0,8.0,5.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0
HPV14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.0,8.0,8.0,2.0,5.0,7.0,3.0,8.0,5.0,3.0,6.0,6.0,10.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
HPV19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.0,9.0,8.0,3.0,6.0,9.0,6.0,6.0,6.0,4.0,7.0,12.0,11.0,5.0,8.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0
HPV20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12.0,12.0,12.0,3.0,7.0,12.0,6.0,10.0,6.0,5.0,4.0,6.0,5.0,7.0,9.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
HPV21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.0,6.0,7.0,3.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
HPV24,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.0,9.0,7.0,9.0,8.0,10.0,11.0,15.0,13.0,10.0,8.0,11.0,15.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0
HPV25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,14.0,11.0,10.0,4.0,6.0,10.0,6.0,10.0,6.0,5.0,7.0,10.0,9.0,9.0,7.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0
HPV36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.0,5.0,7.0,6.0,5.0,8.0,3.0,6.0,9.0,6.0,6.0,12.0,10.0,8.0,6.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0
HPV47,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.0,7.0,7.0,5.0,6.0,10.0,6.0,11.0,11.0,7.0,6.0,7.0,7.0,10.0,7.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0
HPV93,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,7.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12.0,8.0,12.0,4.0,4.0,8.0,8.0,11.0,7.0,6.0,8.0,6.0,10.0,8.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0
HPV9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,7.0,9.0,11.0,8.0,12.0,10.0,11.0,14.0,6.0,5.0,12.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.0,7.0,9.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
HPV15,0.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,6.0,6.0,9.0,8.0,9.0,12.0,6.0,9.0,11.0,5.0,7.0,8.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.0,8.0,8.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
HPV17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,5.0,8.0,8.0,8.0,12.0,7.0,7.0,10.0,7.0,7.0,12.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.0,9.0,11.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0
HPV22,1.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,7.0,3.0,2.0,3.0,3.0,3.0,9.0,4.0,6.0,5.0,4.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.0,14.0,11.0,8.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0
HPV23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,7.0,6.0,5.0,6.0,7.0,7.0,8.0,6.0,5.0,6.0,4.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.0,10.0,10.0,6.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0
HPV37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,8.0,7.0,10.0,7.0,9.0,12.0,6.0,10.0,10.0,8.0,10.0,8.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12.0,9.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
HPV38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,7.0,6.0,8.0,3.0,6.0,6.0,5.0,11.0,6.0,3.0,6.0,8.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.0,15.0,14.0,9.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0
HPV80,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0,7.0,8.0,6.0,10.0,6.0,15.0,10.0,6.0,11.0,11.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,14.0,15.0,14.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
HPV100,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,13.0,7.0,5.0,6.0,6.0,6.0,13.0,6.0,9.0,11.0,7.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.0,13.0,15.0,11.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0
